                           stepid  dayscons_ade dayscons_weeks_ade
dayscons_y           0.0141255920 -0.0004698708 -0.0245520217  3.291870e-02
dayscons_weeks_y     0.0141697292 -0.0005043893 -0.0246790235  3.284434e-02
certcode_ade        -0.0574796645 -0.0299451477  0.1021890238 -2.484817e-02
certcode_mini       -0.0746496117 -0.0625231734  0.0626442175 -1.680780e-02
certcode            -0.0117571631 -0.0259463761 -0.0009652873  5.378881e-03
deprmd               0.0907606491  0.0747335175 -0.0697199912  3.763820e-03
depsleep            -0.0849093066 -0.1718562011 -0.0215955431  3.479103e-01
depsleepcat         -0.1196674550 -0.1599595706  0.0831347005  1.360561e-01
depinter            -0.2022692409 -0.1427765396  0.3872216116 -7.822809e-02
depguilt             0.2314615358  0.1732363936 -0.2487821763  6.390896e-02
depenerg            -0.0951711060 -0.0237135021  0.4036871434 -2.223066e-01
depconcn            -0.3437361099 -0.2464610678  0.3164365443 -2.293180e-02
depappet            -0.0465532565 -0.0858572264  0.0449423187  4.095586e-02
deppmr               0.1394200107  0.0292716075 -0.1759769724  1.357852e-01
dage1st             -0.0888727754 -0.0710075578  0.0455363961 -2.060833e-02
dage1stcat          -0.0060044508  0.0170608228 -0.0080566657 -2.049133e-02
mage1st             -0.1170558089 -0.1136659262  0.0324967996  8.831023e-03
mage1stcat          -0.0697588207 -0.0682379903  0.0111373062  1.082853e-02
depsi                0.1958530868  0.1936859133 -0.2662873756  5.997836e-02
depsicat             0.1107252250  0.0867346146 -0.1083215149 -2.036691e-03
depsev               0.2196819991  0.1836904571 -0.3059890320  1.153592e-01
depse               -0.2076179197 -0.1639724917  0.6381299028 -9.423212e-02
depdist              1.0000000000  0.3437465545 -0.1083556263 -1.433515e-02
deppma               0.3437465545  1.0000000000 -0.0981123084 -5.095522e-02
elvselfe            -0.1083556263 -0.0981123084  1.0000000000 -2.104016e-01
elvsleep            -0.0143351479 -0.0509552193 -0.2104016421  1.000000e+00
elvtalk              0.1801201012  0.2543125545  0.2602904633 -2.660633e-01
elvfoi               0.3295513837  0.3701484381  0.0733060349 -1.690638e-01
elvdistr             0.7432633019  0.3860665952 -0.1067492730 -3.127422e-02
elvgdact             0.0104195419  0.0478024516  0.3460765788 -2.948422e-01
elvhrb               0.1935957789  0.2243553467  0.0909167375 -7.135512e-02
elvpma               0.3612503292  0.7769661742 -0.0399232304 -1.029766e-01
majdepc              0.1275402564  0.0733350274 -0.2557883714  6.048069e-02
majdepp             -0.0286732390 -0.0445944439 -0.0518156019  1.100174e-02
moodgenc            -0.0191893189 -0.0379143470 -0.0385670691 -1.578026e-03
moodgenp            -0.0165786579 -0.0380664601 -0.0341623894 -6.424040e-04
moodsubc            -0.0225131672 -0.0469034481 -0.0357266416 -2.101260e-03
moodsubp            -0.0153997037 -0.0356786293 -0.0282899910 -1.919782e-03
manicc               0.0319151023  0.0453044631 -0.0001037092 -9.396706e-02
hmanicc              0.0248488442  0.0272944533  0.0463976043 -8.831917e-02
manicp              -0.0457726297 -0.0556835187 -0.0019166774 -2.268907e-02
hmanicp              0.0147640851 -0.0202176462 -0.0220239077 -1.153401e-02
typeiic              0.0122125581 -0.0172897803 -0.0705466617  3.285850e-03
typeiip             -0.0109451978 -0.0431229945 -0.0456798898  5.964243e-03
clinstat            -0.2118012782 -0.1725098890  0.2474600298 -7.883411e-02
manlast              0.0713376225  0.1061888293 -0.0063635234  8.236607e-03
deppast              0.0641799540  0.0463576906 -0.0575180789  3.660420e-02
mangenc             -0.0216813218 -0.0504859904 -0.0385645263 -5.083077e-03
mangenp             -0.0223477930 -0.0502497609 -0.0397332880 -5.140774e-03
hypogenc            -0.0222353071 -0.0508993858 -0.0374157232 -6.635239e-03
hypogenp            -0.0211450884 -0.0515408478 -0.0360232629 -8.217995e-03
mansubc             -0.0203786065 -0.0473204317 -0.0353083965 -6.693716e-03
mansubp             -0.0361220689 -0.0430875632 -0.0365861014 -1.031477e-02
hyposubc            -0.0185020101 -0.0493086179 -0.0411680100 -3.611176e-03
hyposubp            -0.0096113912 -0.0371339905 -0.0457440282 -6.827110e-03
anxdisc             -0.0255867257 -0.0507360096 -0.0369292523 -1.363085e-04
anxdisp             -0.0288228127 -0.0407777200 -0.0442951580 -1.232100e-03
anxsubc             -0.0269879559 -0.0539013224 -0.0344888708 -2.159081e-03
anxsubp             -0.0240152863 -0.0496152792 -0.0300677207 -7.856658e-04
pdnoagc              0.0009203969 -0.0250054556 -0.0255935756 -1.430119e-02
pdnoagp              0.0104533938 -0.0361445922 -0.0383337011 -1.214309e-02
pdagorc              0.0673258279  0.0449941095 -0.0728057405  1.694371e-02
pdagorp              0.0599806147  0.0605397391 -0.0894883448  2.188293e-02
agorc               -0.0062104339 -0.0156969439 -0.0417862222 -2.299039e-03
agorp               -0.0060053017 -0.0088417727 -0.0422690394 -4.588775e-04
phobiac              0.0518350371  0.0296624594 -0.1178823995  2.417099e-02
phobiap              0.0539440337  0.0224449688 -0.1154621775  2.435825e-02
ocdcur               0.0332664233  0.0153114428 -0.0513426958 -7.695047e-03
ocdc                 0.0295541947  0.0091359658 -0.0485530281 -6.086331e-03
ocdpast              0.0240953583  0.0125718123 -0.0540921238 -7.327456e-03
ocdp                 0.0225792069  0.0080317352 -0.0503485786 -7.439036e-03
ocdgenc             -0.0347818806 -0.0590380292 -0.0329096229 -3.494149e-03
ocdgenp             -0.0389965229 -0.0621727334 -0.0312319358 -3.577010e-03
ocdsubc             -0.0355509783 -0.0609201713 -0.0329096229 -3.494149e-03
ocdsubp             -0.0374855680 -0.0638144844 -0.0321460907 -1.337795e-03
ptsdcur              0.0371669460  0.0183998326 -0.0718798982  2.511861e-03
ptsdc                0.0294703798  0.0039424113 -0.0633855718  8.237862e-03
ptsdpast             0.0455495489  0.0318742221 -0.0595577565  1.107037e-02
ptsdp                0.0386560761  0.0193160351 -0.0540533532  1.538843e-02
alcdepc              0.0033132331 -0.0105717667 -0.0520713949 -3.958756e-03
alcdepp              0.0056534261 -0.0047365609 -0.0637021481  7.493783e-03
alcabusc            -0.0064782767 -0.0063182705 -0.0446830453  9.039845e-03
alcabusp             0.0031783447 -0.0042817088 -0.0421126443  1.425049e-02
drugdepc            -0.0244397760 -0.0407657445 -0.0116607262  5.241750e-03
drugdepp             0.0096627716  0.0071173019 -0.0239402447  2.187282e-03
drugabc             -0.0311210749 -0.0517711396 -0.0027858182  7.288099e-03
drugabp              0.0180211272 -0.0079368405 -0.0221540163  7.660365e-03
psychp              -0.0322615696 -0.0520489435 -0.0255697504 -4.027357e-03
bpsychp             -0.0355805284 -0.0562199846 -0.0337846842  2.831887e-03
ipsychp             -0.0429503347 -0.0730534629 -0.0123962222 -1.246533e-02
psychc              -0.0328834633 -0.0408888760 -0.0342857085 -3.831424e-04
bpsychc             -0.0357598889 -0.0564653308 -0.0326310354  3.024815e-05
ipsychc             -0.0200572085 -0.0382080905 -0.0361365530 -1.894910e-02
schizc              -0.0354085706 -0.0565440818 -0.0291814945 -3.006641e-03
schizp              -0.0376378525 -0.0559160003 -0.0280304232 -3.058603e-03
schaffc             -0.0356294781 -0.0564823415 -0.0305943894  2.033604e-03
schaffp             -0.0407726856 -0.0655559890 -0.0271915334 -1.026266e-03
schphrc             -0.0357598889 -0.0591496566 -0.0302439709 -1.423990e-03
schphrp             -0.0357598889 -0.0591496566 -0.0302439709 -1.423990e-03
deldisc             -0.0364911511 -0.0582548814 -0.0285389248 -6.968709e-04
deldisp             -0.0367630993 -0.0567878702 -0.0277706793 -7.389164e-04
psygenc             -0.0359884863 -0.0587681390 -0.0302912530 -1.404035e-03
psygenp             -0.0352172107 -0.0579982127 -0.0263299479 -5.838335e-03
psysubc             -0.0366272823 -0.0595301494 -0.0288350759 -1.443886e-03
psysubp             -0.0344510192 -0.0523110973 -0.0352165657  5.612507e-03
psynosc             -0.0313571981 -0.0420261603 -0.0395577852 -1.006131e-03
psynosp             -0.0277154682 -0.0388651073 -0.0374480063  5.810335e-03
moodnosp            -0.0299376057 -0.0513651761 -0.0299718725 -2.119508e-04
deppsyc             -0.0364117945 -0.0564213622 -0.0358793871  1.300669e-03
deppsyp             -0.0320173234 -0.0552721275 -0.0463479319  3.640798e-03
bulpurgc            -0.0130281276 -0.0393848491 -0.0456857383  6.434263e-03
bulpurgp             0.0085268632 -0.0113024019 -0.0566966206  3.607840e-03
bulnonpc            -0.0240021502 -0.0536320481 -0.0305344714  4.678806e-05
bulnonpp            -0.0202593787 -0.0476491181 -0.0324321034 -5.362742e-03
anbingec            -0.0303741209 -0.0608162296 -0.0380751827 -1.895017e-03
anbingep            -0.0254836801 -0.0454210679 -0.0418254831 -1.061995e-02
anrestrc            -0.0341278929 -0.0635721078 -0.0289726081  5.569991e-03
anrestrp            -0.0133049452 -0.0388757554 -0.0317777760  1.273363e-02
genanxc              0.0385394046  0.0154034234 -0.1124291738  1.602680e-02
genanxp              0.0410752069  0.0107464812 -0.0945593204  1.077479e-02
ganxgenc            -0.0325660795 -0.0596514601 -0.0322821514  4.166314e-03
ganxgenp            -0.0336089163 -0.0604290610 -0.0307733492  4.106650e-03
gadsubc             -0.0350654976 -0.0629603383 -0.0309257688  4.196321e-03
gadsubp             -0.0361014216 -0.0637276550 -0.0294187734  4.136425e-03
addkidc             -0.0514222162 -0.0736255149  0.0189921534  1.222881e-02
addkidp             -0.0511319640 -0.0768223119  0.0276805295  2.939079e-03
addadltc             0.0361438905  0.0344872004 -0.0296590850 -1.636038e-02
addadltp             0.0453124521  0.0350698769 -0.0328637817 -1.092549e-02
                          elvtalk        elvfoi     elvdistr     elvgdact
stepid               0.0258991005  0.0036319877 -0.009427638  0.019777924
dayscons_ade        -0.0040485585  0.0131636092  0.048602734 -0.072589338
dayscons_weeks_ade  -0.0069020966  0.0114664526  0.049585184 -0.070636182
dayscons_mini        0.0086404301  0.0505042503  0.062764020 -0.064083424
dayscons_weeks_mini -0.0012921379  0.0330039172  0.049423229 -0.068847882
dayscons_x           0.0009354453  0.0165425270  0.019267192 -0.008332367
dayscons_weeks_x     0.0043110095  0.0196403430  0.021602138 -0.010873569
dayscons_y          -0.0095807025 -0.0274418228 -0.007432361 -0.036631034
dayscons_weeks_y    -0.0095818135 -0.0274748324 -0.007380875 -0.036722870
certcode_ade         0.0593149649  0.0365670149 -0.049525561  0.058894747
certcode_mini        0.0354956488  0.0032494832 -0.069450500  0.037541280
certcode             0.0002003495 -0.0158299648 -0.023571724 -0.031366532
deprmd               0.0246603929  0.0731441023  0.084190382 -0.062091538
depsleep            -0.1534015006 -0.2207481905 -0.130081263 -0.128276707
depsleepcat         -0.0991988856 -0.1754596911 -0.147626032 -0.047198365
depinter             0.1145104433 -0.0798259238 -0.215255962  0.234086452
depguilt            -0.0032447341  0.1605990426  0.205734100 -0.049425521
depenerg             0.2559401016  0.0858931906 -0.093577111  0.324143353
depconcn            -0.0068265682 -0.2042572419 -0.412839086  0.145259040
depappet            -0.0096919886 -0.0826701240 -0.057619659  0.012841804
deppmr              -0.0730803361  0.0054691245  0.130951343 -0.100936090
dage1st             -0.0219561952 -0.0961107617 -0.108228445  0.017992301
dage1stcat           0.0354152455  0.0119585426  0.000493685  0.015177650
mage1st             -0.0688727302 -0.1470844745 -0.151619608 -0.036958470
mage1stcat          -0.0197044328 -0.0471090274 -0.084731612 -0.015370722
depsi                0.0056876701  0.1251797463  0.189160332 -0.092850417
depsicat             0.0255547686  0.0658257615  0.106856165 -0.052133232
depsev              -0.0518979304  0.1603189403  0.242077436 -0.105933483
depse                0.1132671635 -0.0787141300 -0.218420438  0.223535177
depdist              0.1801201012  0.3295513837  0.743263302  0.010419542
deppma               0.2543125545  0.3701484381  0.386066595  0.047802452
elvselfe             0.2602904633  0.0733060349 -0.106749273  0.346076579
elvsleep            -0.2660633478 -0.1690637970 -0.031274218 -0.294842208
elvtalk              1.0000000000  0.5227417034  0.264634836  0.402490157
elvfoi               0.5227417034  1.0000000000  0.463947822  0.263229127
elvdistr             0.2646348360  0.4639478224  1.000000000  0.057966995
elvgdact             0.4024901572  0.2632291271  0.057966995  1.000000000
elvhrb               0.2603480623  0.3350042490  0.287089816  0.213037349
elvpma               0.2906169428  0.4339466189  0.428551718  0.123781498
majdepc             -0.0563161188  0.0381426489  0.124312044 -0.106955189
majdepp             -0.0263420978 -0.0643226679 -0.046659886 -0.027342522
moodgenc            -0.0109428231 -0.0416226982 -0.042842019 -0.008962966
moodgenp            -0.0137379033 -0.0414203842 -0.039330353 -0.013633569
moodsubc            -0.0087190617 -0.0390112802 -0.043565609 -0.005291287
moodsubp            -0.0073769927 -0.0358558911 -0.036444910 -0.002705946
manicc               0.1276108904  0.1176987705  0.055327071  0.072418221
hmanicc              0.1351315785  0.0982278658  0.019901473  0.087495703
manicp               0.0051423423 -0.0331778833 -0.060295809  0.013867867
hmanicp             -0.0032512863 -0.0228619307 -0.016952021 -0.010514472
typeiic             -0.0018408150 -0.0261977952 -0.006225669 -0.019794484
typeiip             -0.0202101101 -0.0597413864 -0.036996841 -0.016287141
clinstat             0.0338750136 -0.1368721062 -0.234851036  0.088851411
manlast              0.0764101719  0.1392608141  0.098560798  0.033577442
deppast              0.0240185411  0.0659820552  0.061231041  0.020812424
mangenc             -0.0108051647 -0.0422453714 -0.045931641 -0.010894772
mangenp             -0.0122998899 -0.0438007329 -0.046730779 -0.010854847
hypogenc            -0.0101859595 -0.0408179582 -0.046555633 -0.011003672
hypogenp            -0.0100813352 -0.0400056880 -0.045448331 -0.012014945
mansubc             -0.0100813352 -0.0395251000 -0.044608878 -0.008712062
mansubp             -0.0113520134 -0.0423349354 -0.053007281 -0.011686939
hyposubc            -0.0053729390 -0.0423539375 -0.040834101 -0.007540438
hyposubp            -0.0063435046 -0.0316405052 -0.033006135  0.002480115
anxdisc             -0.0072433874 -0.0473323647 -0.050093332 -0.012660795
anxdisp             -0.0059537853 -0.0420712103 -0.049048665 -0.013385456
anxsubc             -0.0132745702 -0.0490434037 -0.050539791 -0.014633048
anxsubp             -0.0162299211 -0.0501296730 -0.047018168 -0.009291152
pdnoagc              0.0071887104 -0.0058432907 -0.021715572 -0.009572965
pdnoagp              0.0144636021 -0.0140032913 -0.006765989 -0.008485512
pdagorc              0.0148986558  0.0349653570  0.043920009 -0.044488661
pdagorp              0.0047998991  0.0414086708  0.050806880 -0.051394794
agorc               -0.0093358821 -0.0117880119 -0.018309141 -0.016095897
agorp               -0.0077271416 -0.0083662324 -0.011625664 -0.012683005
